"Envelope","Name","PostDate","FullType","FundCode","Description","Amount","Reference","GiftDescription","Value","SName","IndvID"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","01/03/2016","Check","1","General Pledge","$10.00","1169","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","01/08/2016","Check","1","General Pledge","$10.00","1179","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","01/25/2016","Check","1","General Pledge","$10.00","1180","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","02/08/2016","Check","1","General Pledge","$20.00","1184","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","02/21/2016","Check","1","General Pledge","$10.00","1188","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","02/29/2016","Check","1","General Pledge","$10.00","1189","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","03/13/2016","Check","1","General Pledge","$10.00","1192","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","04/17/2016","Check","1","General Pledge","$10.00","1200","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","05/08/2016","Check","1","General Pledge","$10.00","1210","","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","01/07/2016","Check","1","General Pledge","$350.00","","draft 010516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","02/08/2016","Check","1","General Pledge","$350.00","","draft 020516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","03/07/2016","Online","1","General Pledge","$350.00","","draft 030516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","04/06/2016","ACH","1","General Pledge","$350.00","","draft 040516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","05/06/2016","Check","1","General Pledge","$350.00","","draft 050516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","06/13/2016","ACH","1","General Pledge","$350.00","","draft 060516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","07/05/2016","Check","1","General Pledge","$350.00","","draft 070516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","08/05/2016","ACH","1","General Pledge","$350.00","","draft 080516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","09/06/2016","Online","1","General Pledge","$350.00","","draft 090516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","10/02/2016","Check","33","Harris Scholarship","$100.00","1174","","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","10/08/2016","Check","1","General Pledge","$350.00","","draft 100516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","11/05/2016","Online","1","General Pledge","$350.00","","draft 110516","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","12/02/2016","Check","108","Restoration & Repair Fund","$250.00","1388","","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","12/05/2016","Online","1","General Pledge","$350.00","","draft 120516","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","01/03/2016","Check","1","General Pledge","$50.00","1320","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","01/25/2016","Check","1","General Pledge","$50.00","1324","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","02/01/2016","Check","1","General Pledge","$50.00","1325","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","02/08/2016","Check","1","General Pledge","$100.00","1361","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","02/14/2016","Check","1","General Pledge","$50.00","1362","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","02/21/2016","Check","1","General Pledge","$50.00","1327","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","03/07/2016","Check","1","General Pledge","$50.00","1334","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","03/13/2016","Check","1","General Pledge","$50.00","1365","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","03/20/2016","Check","1","General Pledge","$50.00","1366","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","03/27/2016","Check","10","Easter Offering","$100.00","1343","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","04/03/2016","Check","1","General Pledge","$50.00","1344","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","04/10/2016","Check","1","General Pledge","$50.00","1348","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","04/18/2016","Cash","1","General Pledge","$100.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","05/03/2016","Check","1","General Pledge","$50.00","1349","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","05/08/2016","Cash","1","General Pledge","$100.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","06/05/2016","Check","1","General Pledge","$50.00","1353","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","06/12/2016","Check","1","General Pledge","$50.00","1354","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","06/26/2016","Cash","1","General Pledge","$50.00","","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","07/17/2016","Check","1","General Pledge","$50.00","1356","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","07/24/2016","Check","1","General Pledge","$100.00","1371","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","08/15/2016","Check","1","General Pledge","$100.00","1373","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","08/22/2016","Check","1","General Pledge","$100.00","1374","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","09/19/2016","Check","1","General Pledge","$50.00","1375","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","11/06/2016","Check","1","General Pledge","$100.00","1378","","$0.00","REDACTED","REDACTED"
"REDACTED","36c0ebec8e6264db4da3b13672174c91","12/18/2016","Check","1","General Pledge","$200.00","1383","","$0.00","REDACTED","REDACTED"
"REDACTED","b00ae19552e4853f8e3facab768c31f4","03/07/2016","Check","1","General Pledge","$200.00","6009","","$0.00","REDACTED","REDACTED"
"REDACTED","3adc489cde945bc827fe8f5a34cea9d9","01/08/2016","Check","17","Rector Disc Fund","$200.00","2885","","$0.00","REDACTED","REDACTED"
"REDACTED","3adc489cde945bc827fe8f5a34cea9d9","02/01/2016","Check","17","Rector Disc Fund","$200.00","2893","","$0.00","REDACTED","REDACTED"
"REDACTED","3adc489cde945bc827fe8f5a34cea9d9","05/16/2016","Check","1","General Pledge","$200.00","2913","","$0.00","REDACTED","REDACTED"
"REDACTED","3adc489cde945bc827fe8f5a34cea9d9","06/12/2016","Check","17","Rector Disc Fund","$200.00","2967","","$0.00","REDACTED","REDACTED"
"REDACTED","3adc489cde945bc827fe8f5a34cea9d9","07/11/2016","Check","17","Rector Disc Fund","$200.00","2970","","$0.00","REDACTED","REDACTED"
"REDACTED","3adc489cde945bc827fe8f5a34cea9d9","08/22/2016","Check","1","General Pledge","$300.00","2806","","$0.00","REDACTED","REDACTED"
"REDACTED","3adc489cde945bc827fe8f5a34cea9d9","09/23/2016","Check","48","Music","$200.00","2829","boys choir donation","$0.00","REDACTED","REDACTED"
"REDACTED","3adc489cde945bc827fe8f5a34cea9d9","10/16/2016","Check","17","Rector Disc Fund","$500.00","2985","","$0.00","REDACTED","REDACTED"
"REDACTED","3adc489cde945bc827fe8f5a34cea9d9","12/25/2016","Check","48","Music","$100.00","2895","Betty Dupee","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","01/03/2016","Check","1","General Pledge","$350.00","1689","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","01/08/2016","Check","1","General Pledge","$350.00","1698","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","01/19/2016","Check","1","General Pledge","$100.00","1704","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","02/12/2016","Check","1","General Pledge","$400.00","1729","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","02/14/2016","Check","1","General Pledge","$400.00","1731","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","02/21/2016","Check","1","General Pledge","$400.00","1736","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","02/29/2016","Check","1","General Pledge","$400.00","1745","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","03/07/2016","Check","1","General Pledge","$400.00","1749","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","04/03/2016","Check","1","General Pledge","$400.00","1771","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","04/10/2016","Check","1","General Pledge","$400.00","1785","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","05/03/2016","Check","1","General Pledge","$400.00","1807","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","06/05/2016","Check","1","General Pledge","$400.00","1850","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","06/05/2016","Check","5","Memorial Fund","$25.00","1851","Ginny Peterson/christian ed","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","06/12/2016","Check","1","General Pledge","$400.00","1858","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","08/22/2016","Check","1","General Pledge","$1,200.00","1934","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","08/29/2016","Check","1","General Pledge","$400.00","1943","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","09/14/2016","Check","1","General Pledge","$400.00","1960","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","09/19/2016","Check","1","General Pledge","$400.00","1962","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","10/02/2016","Check","1","General Pledge","$400.00","1970","","$0.00","REDACTED","REDACTED"
"REDACTED","98d2512484c067c9914cd341e6bdace4","10/16/2016","Check","1","General Pledge","$400.00","1986","","$0.00","REDACTED","REDACTED"
