"Envelope","Name","PostDate","FullType","FundCode","Description","Amount","Reference","GiftDescription","Value","SName","IndvID"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","03/13/2017","Check","1","General Pledge","$10.00","1344","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","05/28/2017","Check","1","General Pledge","$10.00","1269","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","06/11/2017","Check","1","General Pledge","$10.00","1275","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","06/25/2017","Check","1","General Pledge","$10.00","1277","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","07/16/2017","Check","1","General Pledge","$10.00","1282","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","08/06/2017","Check","1","General Pledge","$10.00","1288","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","08/13/2017","Check","1","General Pledge","$10.00","1291","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","09/03/2017","Check","1","General Pledge","$10.00","1293","","$0.00","REDACTED","REDACTED"
"REDACTED","52fa24cae33e415af09ddd310c5581b6","10/08/2017","Check","1","General Pledge","$10.00","1302","","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","01/06/2017","Check","1","General Pledge","$400.00","","draft 010517","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","02/07/2017","Online","1","General Pledge","$400.00","","draft 020517","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","03/07/2017","Online","1","General Pledge","$400.00","","Draft 030517","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","04/06/2017","ACH","1","General Pledge","$400.00","","draft 040517","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","05/05/2017","ACH","1","General Pledge","$400.00","","draft 050517","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","05/14/2017","Check","5","Memorial Fund","$50.00","1350","Elouise Fellers","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","06/07/2017","Online","1","General Pledge","$400.00","","draft 060517","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","07/10/2017","Cash","1","General Pledge","$400.00","","draft 070517","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","08/08/2017","Check","1","General Pledge","$400.00","","draft 080517","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","09/05/2017","Check","1","General Pledge","$400.00","","draft 090517","$0.00","REDACTED","REDACTED"
"REDACTED","556e5da0e5e4cea34273b6d8a765ae96","10/01/2017","Check","33","Harris Scholarship","$250.00","1124","","$0.00","REDACTED","REDACTED"
